objid ra dec u g r i z redshift
1237661813886746886 187.938418536733 13.3829601239549 25.83813 22.51105 20.59757 19.64817 19.01507 0.4760822
1237661813886746981 187.92123950669 13.3560378571441 22.9772 21.65168 19.99107 19.13336 18.76606 0.4778124
1237661950792433824 187.335788039143 13.3128601688829 19.30402 17.85205 17.10467 16.64229 16.39997 0.08351718
1237661950792499205 187.414414572647 13.2811346062833 19.6329 17.59334 16.53573 16.06699 15.71375 0.1108187
1237661950792499868 187.493699161825 13.2978126918783 25.87313 22.46901 20.7522 19.90827 19.71375 0.478859
1237661950792565221 187.623540929948 13.2898027012083 23.481 21.10972 19.42035 18.66451 18.19822 0.4368731
1237661951329173564 187.085826725495 13.578274528941 25.85482 22.28646 20.59438 19.56221 19.09835 0.54191
1237661951329174043 187.006369213702 13.6625614695667 26.40893 21.93861 20.53495 19.63691 19.05669 0.5191237
1237661951329239869 187.136146930875 13.5827107224093 25.6842 22.13551 20.31823 19.33157 18.93601 0.4981385
1237661951329304590 187.281992659208 13.6997551646966 19.65355 17.89527 16.85441 16.38856 16.03052 0.1230938
1237661951329304823 187.336499990007 13.6623028689159 23.4553 20.92896 18.97811 18.31761 17.99717 0.3916501
1237661951329305112 187.346836371946 13.7127024277662 22.34333 21.57813 19.81924 18.98034 18.58428 0.380102
1237661951329501701 187.79200952267 13.6821149040291 22.94172 22.15504 20.5826 19.74958 19.23816 0.513165
1237661951329567002 187.880748260249 13.6544310986018 22.48282 21.66693 20.79861 20.02101 19.56001 0.7151248
1237664289392558596 187.301863871232 13.9997973275011 22.70706 21.34802 19.4159 18.8391 18.42498 0.3802116
1237664289392623925 187.568041535908 13.9676537426119 21.43851 19.37943 17.96231 17.45802 17.08183 0.2327621
1237658631306346602 187.957481958085 13.4570014742442 20.92398 18.99741 17.59471 17.05671 16.70954 0.2260889
1237658631306347016 188.021524499726 13.5076598505457 22.71129 21.97995 20.28196 19.41947 19.13332 0.4753686
1237661068190351419 187.052212618656 13.8992257941669 16.66518 14.84396 13.99556 13.57016 13.24789 0.02391634
1237661068190351587 187.0290930662 13.7339276962956 19.53365 18.16986 17.43943 16.99585 16.68332 0.1151852
1237661068190351923 187.021798568498 13.8394214342253 24.89414 22.28495 20.77845 19.75249 19.21554 0.576305
1237661068190417188 187.196613615465 13.8910693972072 20.37947 18.64262 17.59212 17.1399 16.81096 0.152686
1237661068190417203 187.253050873737 13.9343289283659 20.23048 18.5214 17.60455 17.15846 16.892 0.1229194
1237661068190482595 187.412489180261 13.8257644349231 24.37488 21.89057 19.81751 18.85301 18.50124 0.5139261
1237661068190482926 187.331232715061 13.9077777320358 25.42474 20.90178 19.1319 18.494 18.16385 0.3715943
1237661068190483126 187.409086357664 13.809399218203 22.78213 22.30983 20.93829 19.74225 19.46783 0.7161724
1237661068190548196 187.492017869378 13.8465738716299 21.83048 19.65159 18.14749 17.56088 17.17977 0.2663197
1237661068190548439 187.468040232815 13.8546423958329 25.04029 22.40582 20.81032 19.89782 19.40746 0.4764283
1237661068190613674 187.735915070638 13.8666238064748 19.92415 18.52176 17.65481 17.18871 16.91846 0.1815211
1237661068190613700 187.629088228051 13.8131996199195 19.04701 17.92793 17.47885 17.24954 17.11717 0.02315306
1237661068190613971 187.677543027927 13.7567100540934 24.6529 22.2328 20.83492 19.66972 19.10942 0.5158947
1237661068190679132 187.788514454665 13.8059955141617 19.76024 18.31204 17.52197 17.07196 16.73299 0.09553612
1237661068190679161 187.86976152372 13.821633002308 19.62306 18.21522 17.41931 16.96032 16.65948 0.1154098
1237661068190679202 187.819050150206 13.8108031094399 21.95584 19.28301 17.81099 17.2738 16.9209 0.2143486
1237661068190679396 187.771210095183 13.8295145846046 23.16937 21.42826 19.85789 18.69434 18.2017 0.5781431
1237661068190679460 187.798591126417 13.8577403812841 22.43977 21.39441 20.63449 19.80354 19.76432 0.5783314
1237661068190745066 187.959176749903 13.8337456603553 24.14424 22.04043 20.55605 19.59536 19.30347 0.5139461
1237661068190745114 187.977135653908 13.7831926879681 24.96904 20.4074 18.72756 18.08614 17.74179 0.3148162
